Organism_name	Organism_groups	BioProject	Assembly	Size_in_Mb	GC_percent
Pseudarthrobacter_phenanthrenivorans_Sphe3	Bacteria;Terrabacteria group;Actinobacteria	PRJNA20087	GCA_000189535.1	4.53532	65.3822
Akkermansia_muciniphila_ATCC_BAA-835	Bacteria;PVC group;Verrucomicrobia	PRJNA20089	GCA_000020225.1	2.6641	55.8
Natranaerobius_thermophilus_JW/NM-WN-LF	Bacteria;Terrabacteria group;Firmicutes	PRJNA20207	GCA_000020005.1	3.19145	36.287
Macrococcus_caseolyticus_JCSC5402	Bacteria;Terrabacteria group;Firmicutes	PRJDA20209	GCA_000010585.1	2.21974	36.5846
Shewanella_halifaxensis_HAW-EB4	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA20241	GCA_000019185.1	5.22692	44.6
Paraburkholderia_graminis	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA417370	GCA_003330785.1	7.50845	62.8376
Erwinia_tasmaniensis_Et1/99	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEA20585	GCA_000026185.1	4.06786	53.3601
Methylocella_silvestris_BL2	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA20635	GCA_000021745.1	4.30543	63.1
Beijerinckia_indica_subsp._indica_ATCC_9039	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA20841	GCA_000019845.1	4.41862	57.0207
uncultured_Termite_group_1_bacterium_phylotype_Rs-D17	Bacteria;Elusimicrobia;environmental samples	PRJDA20871	GCA_000146025.1	1.14857	35.1773
Desulfobacterium_autotrophicum_HRM2	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA20931	GCA_000020365.1	5.65778	48.7174
Methylobacterium_nodulans_ORS_2060	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA20477	GCA_000022085.1	8.83902	68.485
Gemmata_obscuriglobus	Bacteria;PVC group;Planctomycetes	PRJNA485700	GCA_008065095.1	8.9992	67.4
Gemmatimonas_aurantiaca_T-27	Bacteria;FCB group;Gemmatimonadetes	PRJDA18501	GCA_000010305.1	4.63696	64.3
Rhodococcus_erythropolis	Bacteria;Terrabacteria group;Actinobacteria	PRJNA280916	GCA_000975175.1	6.8652	62.2758
Psychrobacter_arcticus_273-4	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA9633	GCA_000012305.1	2.6507	42.8
Dechloromonas_aromatica_RCB	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA9635	GCA_000012425.1	4.5011	59.2
Bdellovibrio_bacteriovorus_HD100	Bacteria;Proteobacteria;Oligoflexia	PRJNA9637	GCA_000196175.1	3.78295	50.6
Lactobacillus_johnsonii_NCC_533	Bacteria;Terrabacteria group;Firmicutes	PRJNA9638	GCA_000008065.1	1.99268	34.6
Prevotella_ruminicola_23	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA10619	GCA_000025925.1	3.61956	47.7
Mycoplasma_synoviae_ATCC_25204	Bacteria;Terrabacteria group;Tenericutes	PRJNA278855	GCA_000969765.1	0.846495	28.3
Rickettsia_typhi_str._Wilmington	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA10679	GCA_000008045.1	1.1115	28.9
Mycoplasma_mobile_163K	Bacteria;Terrabacteria group;Tenericutes	PRJNA10697	GCA_000008365.1	0.777079	25
Idiomarina_loihiensis_L2TR	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA10790	GCA_000008465.1	2.83932	47
Ammonifex_degensii_KC4	Bacteria;Terrabacteria group;Firmicutes	PRJNA12390	GCA_000024605.1	2.15707	59.4168
Symbiobacterium_thermophilum_IAM_14863	Bacteria;Terrabacteria group;Firmicutes	PRJNA12994	GCA_000009905.1	3.56614	68.7
Alcanivorax_borkumensis_SK2	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA13005	GCA_000009365.1	3.12014	54.7
Alkaliphilus_metalliredigens_QYMF	Bacteria;Terrabacteria group;Firmicutes	PRJNA13006	GCA_000016985.1	4.92957	36.8
Pelodictyon_luteolum_DSM_273	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA13012	GCA_000012485.1	2.36484	57.3
Paracoccus_denitrificans_PD1222	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA13020	GCA_000203895.1	5.23619	66.783
Geobacillus_kaustophilus_NBRC_102445	Bacteria;Terrabacteria group;Firmicutes	PRJNA531185	GCA_005160065.1	3.67096	51.9
Shewanella_benthica	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB25587	GCA_900476435.1	4.35351	45.9
Mycoplasma_haemofelis_str._Langford_1	Bacteria;Terrabacteria group;Tenericutes	PRJEA61503	GCA_000200735.1	1.14726	38.9
Lactobacillus_sakei_subsp._sakei_DSM_20017_=_JCM_1157	Bacteria;Terrabacteria group;Firmicutes	PRJDB5233	GCA_002370355.1	1.94314	41.1834
Listeria_grayi	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900638015.1	2.7511	41.6
Yoonia_vestfoldensis	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA380207	GCA_002158905.1	3.98736	60.6796
Robiginitalea_biformata_HTCC2501	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA13461	GCA_000024125.1	3.53038	55.3
Paenibacillus_larvae_subsp._larvae	Bacteria;Terrabacteria group;Firmicutes	PRJNA362897	GCA_002003265.1	4.28995	44.2
Dokdonia_donghaensis_DSW-1	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA191952	GCA_001653755.1	3.29394	38.2
Borrelia_turicatae_91E135	Bacteria;Spirochaetes;Spirochaetia	PRJNA13597	GCA_000012085.2	1.16536	29.4619
Parvularcula_bermudensis_HTCC2503	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA13509	GCA_000152825.2	2.90264	60.7
Acidovorax_avenae_subsp._avenae_ATCC_19860	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA37867	GCA_000176855.2	5.48217	68.8
Hyphomonas_neptunium_ATCC_15444	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA15721	GCA_000013025.1	3.70502	61.9
Arcobacter_butzleri_RM4018	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA16319	GCA_000014025.1	2.34125	27
Xanthomonas_albilineans_GPE_PC73	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEA16687	GCA_000087965.1	3.8523	62.9055
Mycoplasma_leachii_PG50	Bacteria;Terrabacteria group;Tenericutes	PRJNA27715	GCA_000183365.1	1.00895	23.8
Thermosipho_africanus_TCF52B	Bacteria;Thermotogae;Thermotogae	PRJNA27767	GCA_000021285.1	2.01666	30.8
Kocuria_rhizophila_DC2201	Bacteria;Terrabacteria group;Actinobacteria	PRJDA27833	GCA_000010285.1	2.69754	71.2
Mycobacterium_intracellulare_ATCC_13950	Bacteria;Terrabacteria group;Actinobacteria	PRJNA82157	GCA_000277125.1	5.4024	68.1
Sorangium_cellulosum_So_ce56	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA28111	GCA_000067165.1	13.0338	71.4
Bordetella_petrii	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA28135	GCA_000067205.1	5.28795	65.5
Anoxybacillus_flavithermus_WK1	Bacteria;Terrabacteria group;Firmicutes	PRJNA28245	GCA_000019045.1	2.84675	41.8
Cellvibrio_japonicus_Ueda107	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA28329	GCA_000019225.1	4.57657	52
Mycolicibacterium_gilvum_Spyr1	Bacteria;Terrabacteria group;Actinobacteria	PRJNA28521	GCA_000184435.1	5.78329	67.8018
Edwardsiella_tarda_EIB202	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA28539	GCA_000020865.1	3.80417	59.6724
Streptomyces_pristinaespiralis	Bacteria;Terrabacteria group;Actinobacteria	PRJNA281980	GCA_001278075.1	8.53259	71.5
Acetoanaerobium_sticklandii	Bacteria;Terrabacteria group;Firmicutes	PRJNA28575	GCA_000196455.1	2.71546	33.3
Thermus_aquaticus_Y51MC23	Bacteria;Terrabacteria group;Deinococcus-Thermus	PRJNA274060	GCA_001399775.1	2.33864	68.0413
Oligotropha_carboxidovorans_OM5	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA41025	GCA_000218565.1	3.89607	62.3535
Bacillus_pseudofirmus_OF4	Bacteria;Terrabacteria group;Firmicutes	PRJNA28811	GCA_000005825.2	4.24925	39.8927
Escherichia_albertii_KF1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA232181	GCA_000512125.1	4.70188	49.7
Methylacidiphilum_infernorum_V4	Bacteria;PVC group;Verrucomicrobia	PRJNA28995	GCA_000019665.1	2.28715	45.5
Lactobacillus_buchneri_CD034	Bacteria;Terrabacteria group;Firmicutes	PRJNA71051	GCA_000298115.2	2.56317	44.2381
Mycoplasma_crocodyli_MP145	Bacteria;Terrabacteria group;Tenericutes	PRJNA29021	GCA_000025845.1	0.934379	27
[Eubacterium]_rectale_ATCC_33656	Bacteria;Terrabacteria group;Firmicutes	PRJNA29071	GCA_000020605.1	3.44969	41.5
Brevibacillus_brevis_NBRC_100599	Bacteria;Terrabacteria group;Firmicutes	PRJDA29147	GCA_000010165.1	6.29644	47.3
Butyrivibrio_proteoclasticus_B316	Bacteria;Terrabacteria group;Firmicutes	PRJNA29153	GCA_000145035.1	4.40489	39.999
Thioalkalivibrio_sulfidiphilus_HL-EbGr7	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA29177	GCA_000021985.1	3.46455	65.1
Corynebacterium_urealyticum_DSM_7109	Bacteria;Terrabacteria group;Actinobacteria	PRJNA29211	GCA_000069945.1	2.36922	64.2
Chlorobaculum_parvum_NCIB_8327	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA29213	GCA_000020505.1	2.28925	55.8
Chloroherpeton_thalassium_ATCC_35110	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA29215	GCA_000020525.1	3.29346	45
Caldicellulosiruptor_bescii_DSM_6725	Bacteria;Terrabacteria group;Firmicutes	PRJNA29407	GCA_000022325.1	2.93166	35.2189
Kosmotoga_olearia_TBF_19.5.1	Bacteria;Thermotogae;Thermotogae	PRJNA29419	GCA_000023325.1	2.30213	41.5
Clostridium_carboxidivorans_P7	Bacteria;Terrabacteria group;Firmicutes	PRJNA285141	GCA_001038625.1	5.75278	29.8917
Desulfovibrio_salexigens_DSM_2638	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA29541	GCA_000023445.1	4.28985	47.1
Borrelia_hermsii_HS1	Bacteria;Spirochaetes;Spirochaetia	PRJNA311246	GCA_001660005.1	1.39001	30.248
Yersinia_aldovae_670-83	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA236105	GCA_000834395.1	4.47109	47.7
Yersinia_rohdei	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA240109	GCA_000834455.1	4.37225	47
Yersinia_ruckeri	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA310959	GCA_002192595.1	3.85663	47.7
Pirellula_staleyi_DSM_6068	Bacteria;PVC group;Planctomycetes	PRJNA29845	GCA_000025185.1	6.1962	57.5
Treponema_primitia_ZAS-2	Bacteria;Spirochaetes;Spirochaetia	PRJNA30189	GCA_000214375.1	4.05987	50.8
Treponema_azotonutricium_ZAS-9	Bacteria;Spirochaetes;Spirochaetia	PRJNA30191	GCA_000214355.1	3.85567	49.8
Alicyclobacillus_acidocaldarius_subsp._acidocaldarius_DSM_446	Bacteria;Terrabacteria group;Firmicutes	PRJNA29405	GCA_000024285.1	3.20569	61.8577
Rhodococcus_opacus_B4	Bacteria;Terrabacteria group;Actinobacteria	PRJDA34839	GCA_000010805.1	8.83494	67.6253
Variovorax_paradoxus_S110	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA30453	GCA_000023345.1	6.755	67.4998
Photorhabdus_asymbiotica	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEA30577	GCA_000196475.1	5.09414	42.1902
Treponema_paraluiscuniculi_Cuniculi_A	Bacteria;Spirochaetes;Spirochaetia	PRJNA30657	GCA_000217655.1	1.13339	52.7
Coprothermobacter_proteolyticus_DSM_5265	Bacteria;Coprothermobacterota;Coprothermobacteria	PRJNA30729	GCA_000020945.1	1.42491	44.8
Dictyoglomus_thermophilum_H-6-12	Bacteria;Dictyoglomi;Dictyoglomia	PRJNA30731	GCA_000020965.1	1.95999	33.7
Aliivibrio_salmonicida_LFI1238	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEA30703	GCA_000196495.1	4.65566	38.9398
Laribacter_hongkongensis_HLHK9	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA30817	GCA_000021025.1	3.16933	62.4
Ferrimonas_balearica_DSM_9799	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA30799	GCA_000148645.1	4.27916	60.2
'Nostoc_azollae'_0708	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group	PRJNA30807	GCA_000196515.1	5.48614	38.3265
Teredinibacter_turnerae_T7901	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA30839	GCA_000023025.1	5.19316	50.9
Mycobacterium_kansasii_ATCC_12478	Bacteria;Terrabacteria group;Actinobacteria	PRJNA30907	GCA_000157895.2	6.57723	66.1912
Thermosediminibacter_oceani_DSM_16646	Bacteria;Terrabacteria group;Firmicutes	PRJNA30983	GCA_000144645.1	2.28003	46.8
Halothiobacillus_neapolitanus_c2	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA31049	GCA_000024765.1	2.58289	54.7
Pectobacterium_carotovorum_subsp._carotovorum_PC1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA31289	GCA_000023605.1	4.86291	51.9
Brachyspira_hyodysenteriae_ATCC_27164	Bacteria;Spirochaetes;Spirochaetia	PRJNA322728	GCA_001676785.2	3.07404	27.0512
Pectobacterium_wasabiae_CFBP_3304	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA320083	GCA_001742185.1	5.04323	50.6
Dickeya_zeae_EC1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA229184	GCA_000816045.1	4.53236	53.4
Bacillus_vallismortis	Bacteria;Terrabacteria group;Firmicutes	PRJNA427088	GCA_004116955.1	4.28636	43.8
Kyrpidia_tusciae_DSM_2912	Bacteria;Terrabacteria group;Firmicutes	PRJNA31345	GCA_000092905.1	3.38477	59.1
Sulfurimonas_autotrophica_DSM_16294	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA31347	GCA_000147355.1	2.1532	35.2
Rothia_mucilaginosa_DY-18	Bacteria;Terrabacteria group;Actinobacteria	PRJDA38547	GCA_000011025.1	2.2646	59.6
Streptomyces_albus	Bacteria;Terrabacteria group;Actinobacteria	PRJNA271625	GCA_000827005.1	8.38467	72.6
Aggregatibacter_actinomycetemcomitans	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA288377	GCA_001594265.1	2.36791	44.2
Serratia_symbiotica	Bacteria;Proteobacteria;Gammaproteobacteria	PRJDB7971	GCA_008370165.1	2.81896	51.8861
Allochromatium_vinosum_DSM_180	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA32547	GCA_000025485.1	3.66907	64.2117
Ilyobacter_polytropus_DSM_2926	Bacteria;Fusobacteria;Fusobacteriia	PRJNA32577	GCA_000165505.1	3.13231	34.3553
Thermoanaerobacter_brockii_subsp._finnii_Ako-1	Bacteria;Terrabacteria group;Firmicutes	PRJNA32585	GCA_000175295.2	2.34482	34.5
Aminobacterium_colombiense_DSM_12261	Bacteria;Synergistetes;Synergistia	PRJNA32587	GCA_000025885.1	1.98059	45.3
Halanaerobium_praevalens_DSM_2228	Bacteria;Terrabacteria group;Firmicutes	PRJNA32591	GCA_000165465.1	2.30926	30.3
Arcobacter_nitrofigilis_DSM_7299	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA32593	GCA_000092245.1	3.19224	28.4
Asticcacaulis_excentricus_CB_48	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA32595	GCA_000175215.2	4.30878	59.5298
Brucella_microti_CCM_4915	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA32233	GCA_000022745.1	3.33737	57.2366
Sediminispirochaeta_smaragdinae_DSM_11293	Bacteria;Spirochaetes;Spirochaetia	PRJNA32637	GCA_000143985.1	4.65397	49
Anaplasma_centrale_str._Israel	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA32765	GCA_000024505.1	1.20681	50
Acetohalobium_arabaticum_DSM_5501	Bacteria;Terrabacteria group;Firmicutes	PRJNA32769	GCA_000144695.1	2.4696	36.6
Isosphaera_pallida_ATCC_43644	Bacteria;PVC group;Planctomycetes	PRJNA32825	GCA_000186345.1	5.5293	62.4469
Gallionella_capsiferriformans_ES-2	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA32827	GCA_000145255.1	3.16247	52.8
Clostridium_cellulovorans_743B	Bacteria;Terrabacteria group;Firmicutes	PRJNA32609	GCA_000145275.1	5.26222	31.2
Leptotrichia_hofstadii	Bacteria;Fusobacteria;Fusobacteriia	PRJDB7856	GCA_007990525.1	2.60438	30.5901
Thermoanaerobacter_italicus_Ab9	Bacteria;Terrabacteria group;Firmicutes	PRJNA33157	GCA_000025645.1	2.45106	34.1
Sideroxydans_lithotrophicus_ES-1	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA33161	GCA_000025705.1	3.00366	57.5
Thermoanaerobacterium_thermosaccharolyticum_DSM_571	Bacteria;Terrabacteria group;Firmicutes	PRJNA33165	GCA_000145615.1	2.78575	34.1
Hirschia_baltica_ATCC_49814	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA33191	GCA_000023785.1	3.54011	45.1594
Methylovorus_glucosetrophus_SIP3-4	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA33241	GCA_000023745.1	3.08201	54.6472
Hyphomicrobium_denitrificans_ATCC_51888	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA33261	GCA_000143145.1	3.63897	60.8
Thermoanaerobacter_mathranii_subsp._mathranii_str._A3	Bacteria;Terrabacteria group;Firmicutes	PRJNA33329	GCA_000092965.1	2.30609	34.3
Coraliomargarita_akajimensis_DSM_45221	Bacteria;PVC group;Verrucomicrobia	PRJNA33365	GCA_000025905.1	3.75077	53.6
Escherichia_fergusonii_ATCC_35469	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA33369	GCA_000026225.1	4.64386	49.8834
Streptococcus_intermedius_B196	Bacteria;Terrabacteria group;Firmicutes	PRJNA50415	GCA_000463355.1	1.99621	37.6
Desulfurivibrio_alkaliphilus_AHT_2	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA33629	GCA_000092205.1	3.09776	60.3
Thiomonas_intermedia	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA359731	GCA_002028405.1	3.34343	65.0442
Thermotoga_naphthophila_RKU-10	Bacteria;Thermotogae;Thermotogae	PRJNA33663	GCA_000025105.1	1.80982	46.1
Acidaminococcus_fermentans_DSM_20731	Bacteria;Terrabacteria group;Firmicutes	PRJNA33685	GCA_000025305.1	2.32977	55.8
Cellulomonas_fimi_ATCC_484	Bacteria;Terrabacteria group;Actinobacteria	PRJNA33691	GCA_000212695.1	4.26634	74.7
Cellulomonas_gilvus_ATCC_13127	Bacteria;Terrabacteria group;Actinobacteria	PRJNA33853	GCA_000218545.1	3.52644	73.8
Mesorhizobium_opportunistum_WSM2075	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA33861	GCA_000176035.2	6.88444	62.9
Tolumonas_auensis_DSM_9187	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA33873	GCA_000023065.1	3.47129	49
Hydrogenobacter_thermophilus_TK-6	Bacteria;Aquificae;Aquificae	PRJDA34131	GCA_000010785.1	1.74314	44
Erwinia_pyrifoliae_Ep1/96	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEA34779	GCA_000027265.1	4.07285	53.3602
Erwinia_billingiae_Eb661	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEA34781	GCA_000196615.1	5.37227	55.0417
Staphylococcus_carnosus_subsp._carnosus_TM300	Bacteria;Terrabacteria group;Firmicutes	PRJEA34811	GCA_000009405.1	2.56642	34.6
Bartonella_grahamii_as4aup	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA34873	GCA_000022725.1	2.36952	38.0798
Mycoplasma_hyorhinis_SK76	Bacteria;Terrabacteria group;Tenericutes	PRJNA78027	GCA_000313635.1	0.836897	25.9
Acidithiobacillus_caldus_ATCC_51756	Bacteria;Proteobacteria;Acidithiobacillia	PRJNA36585	GCA_000175575.2	2.98705	61.3938
Aggregatibacter_aphrophilus_ATCC_33389	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900636915.1	2.33715	42.3
Nitrosococcus_halophilus_Nc_4	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA36589	GCA_000024725.1	4.14526	51.6222
Olsenella_uli_DSM_7084	Bacteria;Terrabacteria group;Actinobacteria	PRJNA36641	GCA_000143845.1	2.0519	64.7
Thermocrinis_albus_DSM_14484	Bacteria;Aquificae;Aquificae	PRJNA37275	GCA_000025605.1	1.50058	46.9
Caulobacter_segnis_ATCC_21756	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA37277	GCA_000092285.1	4.65562	67.7
Brevundimonas_subvibrioides_ATCC_15264	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA36643	GCA_000144605.1	3.44526	68.4
Citrobacter_youngae	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900638065.1	4.86735	51.8
Bacteroides_dorei_CL03T12C01	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA285067	GCA_001640865.1	5.31037	41.6
Lactobacillus_jensenii	Bacteria;Terrabacteria group;Firmicutes	PRJNA357991	GCA_001936235.1	1.67295	34.4
Lactobacillus_ruminis_ATCC_27782	Bacteria;Terrabacteria group;Firmicutes	PRJNA70721	GCA_000224985.1	2.06665	43.5
Prevotella_melaninogenica_ATCC_25845	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA31383	GCA_000144405.1	3.16828	40.9866
Capnocytophaga_gingivalis	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA369395	GCA_002302415.1	2.83863	40.1
Rothia_dentocariosa_ATCC_17931	Bacteria;Terrabacteria group;Actinobacteria	PRJNA48447	GCA_000164695.2	2.50603	53.7
Staphylococcus_caprae	Bacteria;Terrabacteria group;Firmicutes	PRJNA482667	GCA_007814385.1	2.6915	33.6554
Bifidobacterium_angulatum_DSM_20098_=_JCM_7096	Bacteria;Terrabacteria group;Actinobacteria	PRJDB55	GCA_001025155.1	2.02197	59.4
Providencia_alcalifaciens	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900478095.1	4.04293	42
Providencia_rettgeri	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA342046	GCA_001874625.1	4.88909	40.5377
Bifidobacterium_pseudocatenulatum_DSM_20438_=_JCM_1200_=_LMG_10505	Bacteria;Terrabacteria group;Actinobacteria	PRJDB61	GCA_001025215.1	2.31375	56.4
Neisseria_elongata_subsp._glycolytica_ATCC_29315	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA247711	GCA_000818035.1	2.25665	54.3
Neisseria_flavescens	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA533546	GCA_005221285.1	2.23188	49
Neisseria_polysaccharea	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA428178	GCA_003355195.1	2.02493	52.1
Neisseria_subflava	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA533546	GCA_005221305.1	2.19566	49.5
Filifactor_alocis_ATCC_35896	Bacteria;Terrabacteria group;Firmicutes	PRJNA30485	GCA_000163895.2	1.93101	35.4
Leptotrichia_goodfellowii	Bacteria;Fusobacteria;Fusobacteriia	PRJDB7856	GCA_007990505.1	2.29073	31.7
Corynebacterium_matruchotii	Bacteria;Terrabacteria group;Actinobacteria	PRJEB6403	GCA_900638255.1	2.87884	57.2
Capnocytophaga_sputigena	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA369395	GCA_002302595.1	3.09862	38.7
Propionibacterium_acidifaciens	Bacteria;Terrabacteria group;Actinobacteria	PRJNA231221	GCA_003798325.1	3.07277	70.6
Mobiluncus_curtisii_ATCC_43063	Bacteria;Terrabacteria group;Actinobacteria	PRJNA31519	GCA_000196535.1	2.14648	55.4
Gemella_sanguinis	Bacteria;Terrabacteria group;Firmicutes	PRJNA231221	GCA_009730295.1	1.79661	29.9
Providencia_rustigianii	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900635875.1	3.91385	41.5
Enterobacter_cancerogenus	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA541977	GCA_009648915.1	4.99257	55.5426
[Clostridium]_hiranonis	Bacteria;Terrabacteria group;Firmicutes	PRJNA523217	GCA_008151785.1	2.5219	31.3
Bacteroides_cellulosilyticus	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA289334	GCA_001318345.1	7.08483	42.7
Helicobacter_cinaedi_CCUG_18818_=_ATCC_BAA-847	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJDB113	GCA_000349975.1	2.24013	38.3
Staphylococcus_capitis_subsp._capitis	Bacteria;Terrabacteria group;Firmicutes	PRJNA232502	GCA_001028645.1	2.50326	32.9357
Gemella_haemolysans	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900638055.1	1.92623	30.9
Campylobacter_gracilis	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA290037	GCA_001190745.1	2.28165	46.6
Chryseobacterium_gleum	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJEB6403	GCA_900636535.1	5.60692	36.9
Neisseria_cinerea	Bacteria;Proteobacteria;Betaproteobacteria	PRJEB6403	GCA_900475315.1	1.8329	50.9
Selenomonas_sputigena_ATCC_35185	Bacteria;Terrabacteria group;Firmicutes	PRJNA51247	GCA_000208405.1	2.56836	57.1
Veillonella_dispar	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900637515.1	2.11692	38.9
Staphylococcus_warneri	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900636385.1	2.42758	32.8
Corynebacterium_striatum	Bacteria;Terrabacteria group;Actinobacteria	PRJNA386621	GCA_002156805.1	2.79769	59.0217
Corynebacterium_aurimucosum_ATCC_700975	Bacteria;Terrabacteria group;Actinobacteria	PRJNA37279	GCA_000022905.1	2.81923	60.5248
Bifidobacterium_catenulatum_DSM_16992_=_JCM_1194_=_LMG_11043	Bacteria;Terrabacteria group;Actinobacteria	PRJDB58	GCA_001025195.1	2.07952	56.2
Oxalobacter_formigenes	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA353993	GCA_002127965.1	2.46887	49.6
Helicobacter_bilis	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA281203	GCA_001999985.1	2.6204	34.8
Fusobacterium_gonidiaformans_ATCC_25563	Bacteria;Fusobacteria;Fusobacteriia	PRJNA433545	GCA_003019695.1	1.67888	32.7
Fusobacterium_mortiferum_ATCC_9817	Bacteria;Fusobacteria;Fusobacteriia	PRJNA433545	GCA_003019315.1	2.71677	29.3
Fusobacterium_varium	Bacteria;Fusobacteria;Fusobacteriia	PRJEB6403	GCA_900637705.1	3.3024	29.3
Rhodococcus_hoagii_103S	Bacteria;Terrabacteria group;Actinobacteria	PRJEA41335	GCA_000196695.1	5.04317	68.8
Lactobacillus_vaginalis	Bacteria;Terrabacteria group;Firmicutes	PRJNA566211	GCA_009362935.1	1.89471	40.5
